source	metaedge	target
Anatomy::UBERON:0000997	AuG	Gene::2335
Anatomy::UBERON:0002185	AuG	Gene::55107
Anatomy::UBERON:0001013	AuG	Gene::23026
Anatomy::UBERON:0000955	AuG	Gene::653308
Anatomy::UBERON:0000996	AuG	Gene::7020
Anatomy::UBERON:0002048	AuG	Gene::9510
Anatomy::UBERON:0001295	AuG	Gene::55116
Anatomy::UBERON:0000992	AuG	Gene::23363
Anatomy::UBERON:0001235	AuG	Gene::3357
Anatomy::UBERON:0002048	AuG	Gene::91851
Anatomy::UBERON:0001044	AuG	Gene::51765
Anatomy::UBERON:0001893	AuG	Gene::23341
Anatomy::UBERON:0000473	AuG	Gene::27433
Anatomy::UBERON:0002185	AuG	Gene::3149
Anatomy::UBERON:0001896	AuG	Gene::1902
Anatomy::UBERON:0002367	AuG	Gene::8572
Anatomy::UBERON:0001296	AuG	Gene::129401
Anatomy::UBERON:0000995	AuG	Gene::3397
Anatomy::UBERON:0002107	AuG	Gene::91582
Anatomy::UBERON:0001893	AuG	Gene::491
Anatomy::UBERON:0003126	AuG	Gene::85016
Anatomy::UBERON:0000955	AuG	Gene::285613
Anatomy::UBERON:0000178	AuG	Gene::6890
Anatomy::UBERON:0000996	AuG	Gene::29074
Anatomy::UBERON:0000948	AuG	Gene::256356
Anatomy::UBERON:0000997	AuG	Gene::259230
Anatomy::UBERON:0001675	AuG	Gene::51761
Anatomy::UBERON:0001896	AuG	Gene::27306
Anatomy::UBERON:0002369	AuG	Gene::25900
Anatomy::UBERON:0000955	AuG	Gene::7223
Anatomy::UBERON:0002082	AuG	Gene::8745
Anatomy::UBERON:0000178	AuG	Gene::4194
Anatomy::UBERON:0002371	AuG	Gene::84124
Anatomy::UBERON:0001235	AuG	Gene::6046
Anatomy::UBERON:0002030	AuG	Gene::2013
Anatomy::UBERON:0000178	AuG	Gene::2091
Anatomy::UBERON:0000473	AuG	Gene::123036
Anatomy::UBERON:0000057	AuG	Gene::5753
Anatomy::UBERON:0000997	AuG	Gene::2331
Anatomy::UBERON:0002371	AuG	Gene::81285
Anatomy::UBERON:0000473	AuG	Gene::54439
Anatomy::UBERON:0001225	AuG	Gene::5194
Anatomy::UBERON:0000473	AuG	Gene::100130933
Anatomy::UBERON:0001235	AuG	Gene::10247
Anatomy::UBERON:0000992	AuG	Gene::54850
Anatomy::UBERON:0000948	AuG	Gene::5432
Anatomy::UBERON:0000002	AuG	Gene::80177
Anatomy::UBERON:0001235	AuG	Gene::5092
Anatomy::UBERON:0000178	AuG	Gene::55122
Anatomy::UBERON:0001225	AuG	Gene::100170765
Anatomy::UBERON:0002037	AuG	Gene::8476
Anatomy::UBERON:0002046	AuG	Gene::6628
Anatomy::UBERON:0000948	AuG	Gene::10743
Anatomy::UBERON:0001675	AuG	Gene::9985
Anatomy::UBERON:0001896	AuG	Gene::1463
Anatomy::UBERON:0001044	AuG	Gene::3855
Anatomy::UBERON:0000178	AuG	Gene::272
Anatomy::UBERON:0000996	AuG	Gene::6633
Anatomy::UBERON:0000178	AuG	Gene::144193
Anatomy::UBERON:0002107	AuG	Gene::254295
Anatomy::UBERON:0002369	AuG	Gene::57649
Anatomy::UBERON:0000007	AuG	Gene::81556
Anatomy::UBERON:0002240	AuG	Gene::2920
Anatomy::UBERON:0002107	AuG	Gene::441272
Anatomy::UBERON:0000948	AuG	Gene::5269
Anatomy::UBERON:0001044	AuG	Gene::22906
Anatomy::UBERON:0002030	AuG	Gene::55367
Anatomy::UBERON:0002030	AuG	Gene::9817
Anatomy::UBERON:0002240	AuG	Gene::55142
Anatomy::UBERON:0002371	AuG	Gene::139716
Anatomy::UBERON:0002185	AuG	Gene::203111
Anatomy::UBERON:0000995	AuG	Gene::11117
Anatomy::UBERON:0002048	AuG	Gene::92086
Anatomy::UBERON:0000178	AuG	Gene::83697
Anatomy::UBERON:0000057	AuG	Gene::7840
Anatomy::UBERON:0000955	AuG	Gene::10307
Anatomy::UBERON:0000029	AuG	Gene::155435
Anatomy::UBERON:0000007	AuG	Gene::9892
Anatomy::UBERON:0001044	AuG	Gene::151525
Anatomy::UBERON:0000992	AuG	Gene::55199
Anatomy::UBERON:0002046	AuG	Gene::9592
Anatomy::UBERON:0002030	AuG	Gene::23338
Anatomy::UBERON:0002367	AuG	Gene::137886
Anatomy::UBERON:0000002	AuG	Gene::10581
Anatomy::UBERON:0001044	AuG	Gene::8470
Anatomy::UBERON:0001893	AuG	Gene::3706
Anatomy::UBERON:0001295	AuG	Gene::55107
Anatomy::UBERON:0002081	AuG	Gene::64651
Anatomy::UBERON:0002030	AuG	Gene::56257
Anatomy::UBERON:0000002	AuG	Gene::6310
Anatomy::UBERON:0002240	AuG	Gene::7332
Anatomy::UBERON:0001013	AuG	Gene::225
Anatomy::UBERON:0002082	AuG	Gene::729
Anatomy::UBERON:0001891	AuG	Gene::51102
Anatomy::UBERON:0000995	AuG	Gene::56925
Anatomy::UBERON:0000178	AuG	Gene::24141
Anatomy::UBERON:0001675	AuG	Gene::85301
Anatomy::UBERON:0002240	AuG	Gene::1573
Anatomy::UBERON:0000992	AuG	Gene::725
Anatomy::UBERON:0000178	AuG	Gene::3034
Anatomy::UBERON:0002185	AuG	Gene::9609
Anatomy::UBERON:0000473	AuG	Gene::57210
Anatomy::UBERON:0002371	AuG	Gene::399
Anatomy::UBERON:0000002	AuG	Gene::871
Anatomy::UBERON:0000992	AuG	Gene::10208
Anatomy::UBERON:0002369	AuG	Gene::150368
Anatomy::UBERON:0000057	AuG	Gene::6734
Anatomy::UBERON:0001896	AuG	Gene::51104
Anatomy::UBERON:0000948	AuG	Gene::56097
Anatomy::UBERON:0002185	AuG	Gene::4063
Anatomy::UBERON:0002107	AuG	Gene::10990
Anatomy::UBERON:0002240	AuG	Gene::637
Anatomy::UBERON:0002240	AuG	Gene::4674
Anatomy::UBERON:0002107	AuG	Gene::9501
Anatomy::UBERON:0002046	AuG	Gene::283130
Anatomy::UBERON:0003126	AuG	Gene::10568
Anatomy::UBERON:0001893	AuG	Gene::819
Anatomy::UBERON:0001295	AuG	Gene::1613
Anatomy::UBERON:0001296	AuG	Gene::50854
Anatomy::UBERON:0000948	AuG	Gene::25960
Anatomy::UBERON:0002367	AuG	Gene::1293
Anatomy::UBERON:0000002	AuG	Gene::90952
Anatomy::UBERON:0000029	AuG	Gene::84895
Anatomy::UBERON:0002367	AuG	Gene::1549
Anatomy::UBERON:0000002	AuG	Gene::79742
Anatomy::UBERON:0000178	AuG	Gene::202243
Anatomy::UBERON:0003126	AuG	Gene::6548
Anatomy::UBERON:0000057	AuG	Gene::83786
Anatomy::UBERON:0000955	AuG	Gene::10861
Anatomy::UBERON:0002107	AuG	Gene::84749
Anatomy::UBERON:0002082	AuG	Gene::10075
Anatomy::UBERON:0001675	AuG	Gene::5611
Anatomy::UBERON:0001044	AuG	Gene::23385
Anatomy::UBERON:0001891	AuG	Gene::57468
Anatomy::UBERON:0000473	AuG	Gene::676
Anatomy::UBERON:0002369	AuG	Gene::84765
Anatomy::UBERON:0001235	AuG	Gene::201501
Anatomy::UBERON:0002367	AuG	Gene::2564
Anatomy::UBERON:0001044	AuG	Gene::387893
Anatomy::UBERON:0001891	AuG	Gene::54878
Anatomy::UBERON:0001896	AuG	Gene::51560
Anatomy::UBERON:0001891	AuG	Gene::23114
Anatomy::UBERON:0003126	AuG	Gene::25895
Anatomy::UBERON:0001295	AuG	Gene::84527
Anatomy::UBERON:0002240	AuG	Gene::10420
Anatomy::UBERON:0000996	AuG	Gene::7171
Anatomy::UBERON:0000473	AuG	Gene::64062
Anatomy::UBERON:0002107	AuG	Gene::731
Anatomy::UBERON:0001225	AuG	Gene::11079
Anatomy::UBERON:0000057	AuG	Gene::5874
Anatomy::UBERON:0002371	AuG	Gene::55553
Anatomy::UBERON:0000955	AuG	Gene::203547
Anatomy::UBERON:0000057	AuG	Gene::5214
Anatomy::UBERON:0000948	AuG	Gene::80255
Anatomy::UBERON:0002037	AuG	Gene::285704
Anatomy::UBERON:0000029	AuG	Gene::11052
Anatomy::UBERON:0000997	AuG	Gene::5584
Anatomy::UBERON:0001225	AuG	Gene::114926
Anatomy::UBERON:0002240	AuG	Gene::7013
Anatomy::UBERON:0000948	AuG	Gene::6687
Anatomy::UBERON:0002369	AuG	Gene::124626
Anatomy::UBERON:0000992	AuG	Gene::54566
Anatomy::UBERON:0000178	AuG	Gene::26157
Anatomy::UBERON:0002081	AuG	Gene::10216
Anatomy::UBERON:0002369	AuG	Gene::64770
Anatomy::UBERON:0002107	AuG	Gene::3939
Anatomy::UBERON:0002030	AuG	Gene::2178
Anatomy::UBERON:0002081	AuG	Gene::154810
Anatomy::UBERON:0000057	AuG	Gene::57153
Anatomy::UBERON:0002037	AuG	Gene::65981
Anatomy::UBERON:0000473	AuG	Gene::1181
Anatomy::UBERON:0002107	AuG	Gene::25828
Anatomy::UBERON:0001295	AuG	Gene::56063
Anatomy::UBERON:0002367	AuG	Gene::254827
Anatomy::UBERON:0002030	AuG	Gene::1515
Anatomy::UBERON:0000955	AuG	Gene::126820
Anatomy::UBERON:0001891	AuG	Gene::5412
Anatomy::UBERON:0001296	AuG	Gene::57708
Anatomy::UBERON:0002048	AuG	Gene::302
Anatomy::UBERON:0000007	AuG	Gene::93611
Anatomy::UBERON:0001225	AuG	Gene::153328
Anatomy::UBERON:0000955	AuG	Gene::5744
Anatomy::UBERON:0001891	AuG	Gene::6854
Anatomy::UBERON:0000007	AuG	Gene::89941
Anatomy::UBERON:0002371	AuG	Gene::90594
Anatomy::UBERON:0000178	AuG	Gene::10849
Anatomy::UBERON:0002369	AuG	Gene::835
Anatomy::UBERON:0001896	AuG	Gene::7280
Anatomy::UBERON:0000996	AuG	Gene::83716
Anatomy::UBERON:0002240	AuG	Gene::51097
Anatomy::UBERON:0002371	AuG	Gene::3071
Anatomy::UBERON:0000473	AuG	Gene::22794
Anatomy::UBERON:0000948	AuG	Gene::7851
Anatomy::UBERON:0002046	AuG	Gene::323
Anatomy::UBERON:0002037	AuG	Gene::55138
Anatomy::UBERON:0002046	AuG	Gene::56063
Anatomy::UBERON:0002185	AuG	Gene::6892
Anatomy::UBERON:0003126	AuG	Gene::8515
Anatomy::UBERON:0000029	AuG	Gene::9235
Anatomy::UBERON:0000997	AuG	Gene::9991
Anatomy::UBERON:0002046	AuG	Gene::11243
Anatomy::UBERON:0001296	AuG	Gene::3054
Anatomy::UBERON:0000057	AuG	Gene::823
Anatomy::UBERON:0001891	AuG	Gene::90956
Anatomy::UBERON:0000057	AuG	Gene::10730
Anatomy::UBERON:0000997	AuG	Gene::57805
Anatomy::UBERON:0001896	AuG	Gene::27131
Anatomy::UBERON:0001891	AuG	Gene::23150
Anatomy::UBERON:0000473	AuG	Gene::92283
Anatomy::UBERON:0000992	AuG	Gene::60626
Anatomy::UBERON:0000955	AuG	Gene::346653
Anatomy::UBERON:0002367	AuG	Gene::340385
Anatomy::UBERON:0001891	AuG	Gene::22884
Anatomy::UBERON:0001044	AuG	Gene::30834
Anatomy::UBERON:0002107	AuG	Gene::3398
Anatomy::UBERON:0002037	AuG	Gene::81611
Anatomy::UBERON:0000995	AuG	Gene::83439
Anatomy::UBERON:0000996	AuG	Gene::57211
Anatomy::UBERON:0001675	AuG	Gene::3737
Anatomy::UBERON:0001896	AuG	Gene::23637
Anatomy::UBERON:0002107	AuG	Gene::2214
Anatomy::UBERON:0002107	AuG	Gene::51091
Anatomy::UBERON:0000996	AuG	Gene::6387
Anatomy::UBERON:0001295	AuG	Gene::54993
Anatomy::UBERON:0002240	AuG	Gene::9829
Anatomy::UBERON:0002367	AuG	Gene::9553
Anatomy::UBERON:0003126	AuG	Gene::79581
Anatomy::UBERON:0002371	AuG	Gene::566
Anatomy::UBERON:0000997	AuG	Gene::57720
Anatomy::UBERON:0002367	AuG	Gene::2944
Anatomy::UBERON:0003126	AuG	Gene::5034
Anatomy::UBERON:0002185	AuG	Gene::7538
Anatomy::UBERON:0000007	AuG	Gene::11041
Anatomy::UBERON:0001295	AuG	Gene::220988
Anatomy::UBERON:0001295	AuG	Gene::6096
Anatomy::UBERON:0002082	AuG	Gene::3918
Anatomy::UBERON:0002048	AuG	Gene::10203
Anatomy::UBERON:0000178	AuG	Gene::10262
Anatomy::UBERON:0002037	AuG	Gene::9201
Anatomy::UBERON:0002369	AuG	Gene::253738
Anatomy::UBERON:0001891	AuG	Gene::10152
Anatomy::UBERON:0000057	AuG	Gene::85025
Anatomy::UBERON:0001225	AuG	Gene::30968
Anatomy::UBERON:0001675	AuG	Gene::222166
Anatomy::UBERON:0001896	AuG	Gene::284161
Anatomy::UBERON:0000178	AuG	Gene::219972
Anatomy::UBERON:0001013	AuG	Gene::135228
Anatomy::UBERON:0000178	AuG	Gene::54555
Anatomy::UBERON:0001896	AuG	Gene::7869
Anatomy::UBERON:0000996	AuG	Gene::4300
Anatomy::UBERON:0002082	AuG	Gene::79572
Anatomy::UBERON:0000992	AuG	Gene::1211
Anatomy::UBERON:0002107	AuG	Gene::121227
Anatomy::UBERON:0002369	AuG	Gene::6903
Anatomy::UBERON:0001135	AuG	Gene::22877
Anatomy::UBERON:0000955	AuG	Gene::91752
Anatomy::UBERON:0002082	AuG	Gene::6945
Anatomy::UBERON:0002030	AuG	Gene::1312
Anatomy::UBERON:0000002	AuG	Gene::64089
Anatomy::UBERON:0000992	AuG	Gene::4507
Anatomy::UBERON:0001013	AuG	Gene::160897
Anatomy::UBERON:0000955	AuG	Gene::51805
Anatomy::UBERON:0001896	AuG	Gene::29920
Anatomy::UBERON:0000178	AuG	Gene::5520
Anatomy::UBERON:0001044	AuG	Gene::9675
Anatomy::UBERON:0000178	AuG	Gene::51513
Anatomy::UBERON:0000948	AuG	Gene::84230
Anatomy::UBERON:0002369	AuG	Gene::123264
Anatomy::UBERON:0002369	AuG	Gene::701
Anatomy::UBERON:0001225	AuG	Gene::6382
Anatomy::UBERON:0003126	AuG	Gene::401466
Anatomy::UBERON:0002369	AuG	Gene::4856
Anatomy::UBERON:0002107	AuG	Gene::7263
Anatomy::UBERON:0000473	AuG	Gene::399888
Anatomy::UBERON:0001891	AuG	Gene::25789
Anatomy::UBERON:0001675	AuG	Gene::231
Anatomy::UBERON:0000007	AuG	Gene::9221
Anatomy::UBERON:0000995	AuG	Gene::51542
Anatomy::UBERON:0001891	AuG	Gene::220965
Anatomy::UBERON:0002081	AuG	Gene::10052
Anatomy::UBERON:0001675	AuG	Gene::123016
Anatomy::UBERON:0002030	AuG	Gene::255877
Anatomy::UBERON:0000948	AuG	Gene::54829
Anatomy::UBERON:0003126	AuG	Gene::440193
Anatomy::UBERON:0002371	AuG	Gene::266747
Anatomy::UBERON:0000473	AuG	Gene::10460
Anatomy::UBERON:0000473	AuG	Gene::159091
Anatomy::UBERON:0000007	AuG	Gene::205564
Anatomy::UBERON:0002030	AuG	Gene::405
Anatomy::UBERON:0001044	AuG	Gene::23236
Anatomy::UBERON:0002240	AuG	Gene::157769
Anatomy::UBERON:0000992	AuG	Gene::221091
Anatomy::UBERON:0000992	AuG	Gene::3222
Anatomy::UBERON:0000948	AuG	Gene::516
Anatomy::UBERON:0000997	AuG	Gene::2905
Anatomy::UBERON:0002046	AuG	Gene::134285
Anatomy::UBERON:0000473	AuG	Gene::94241
Anatomy::UBERON:0001225	AuG	Gene::79411
Anatomy::UBERON:0002081	AuG	Gene::51029
Anatomy::UBERON:0000473	AuG	Gene::4752
Anatomy::UBERON:0000996	AuG	Gene::2896
Anatomy::UBERON:0001296	AuG	Gene::22835
Anatomy::UBERON:0000992	AuG	Gene::729920
Anatomy::UBERON:0002240	AuG	Gene::55634
Anatomy::UBERON:0002240	AuG	Gene::57060
Anatomy::UBERON:0002240	AuG	Gene::50859
Anatomy::UBERON:0000178	AuG	Gene::6195
Anatomy::UBERON:0000955	AuG	Gene::64110
Anatomy::UBERON:0000473	AuG	Gene::22984
Anatomy::UBERON:0000992	AuG	Gene::9413
Anatomy::UBERON:0000997	AuG	Gene::28976
Anatomy::UBERON:0000955	AuG	Gene::783
Anatomy::UBERON:0000992	AuG	Gene::253935
Anatomy::UBERON:0000007	AuG	Gene::729967
Anatomy::UBERON:0001235	AuG	Gene::10838
Anatomy::UBERON:0001135	AuG	Gene::7295
Anatomy::UBERON:0002107	AuG	Gene::51274
Anatomy::UBERON:0000029	AuG	Gene::55615
Anatomy::UBERON:0000948	AuG	Gene::55827
Anatomy::UBERON:0001296	AuG	Gene::23143
Anatomy::UBERON:0001225	AuG	Gene::3784
Anatomy::UBERON:0002369	AuG	Gene::9589
Anatomy::UBERON:0002046	AuG	Gene::9487
Anatomy::UBERON:0002369	AuG	Gene::29933
Anatomy::UBERON:0000002	AuG	Gene::1998
Anatomy::UBERON:0000996	AuG	Gene::25891
Anatomy::UBERON:0002037	AuG	Gene::4436
Anatomy::UBERON:0000473	AuG	Gene::3856
Anatomy::UBERON:0001893	AuG	Gene::138151
Anatomy::UBERON:0000057	AuG	Gene::51340
Anatomy::UBERON:0001675	AuG	Gene::9899
Anatomy::UBERON:0003126	AuG	Gene::5527
Anatomy::UBERON:0000002	AuG	Gene::128876
Anatomy::UBERON:0000955	AuG	Gene::533
Anatomy::UBERON:0000955	AuG	Gene::51606
Anatomy::UBERON:0002046	AuG	Gene::4245
Anatomy::UBERON:0000178	AuG	Gene::7380
Anatomy::UBERON:0001296	AuG	Gene::5411
Anatomy::UBERON:0000997	AuG	Gene::51
Anatomy::UBERON:0000178	AuG	Gene::25842
Anatomy::UBERON:0000992	AuG	Gene::404734
Anatomy::UBERON:0001891	AuG	Gene::28978
Anatomy::UBERON:0001225	AuG	Gene::353
Anatomy::UBERON:0000029	AuG	Gene::4796
Anatomy::UBERON:0002371	AuG	Gene::2078
Anatomy::UBERON:0002048	AuG	Gene::6217
Anatomy::UBERON:0000029	AuG	Gene::79587
Anatomy::UBERON:0000178	AuG	Gene::7045
Anatomy::UBERON:0002048	AuG	Gene::2107
Anatomy::UBERON:0000178	AuG	Gene::84868
Anatomy::UBERON:0001896	AuG	Gene::25902
Anatomy::UBERON:0002046	AuG	Gene::10483
Anatomy::UBERON:0000007	AuG	Gene::27300
Anatomy::UBERON:0001295	AuG	Gene::167153
Anatomy::UBERON:0000948	AuG	Gene::284307
Anatomy::UBERON:0002046	AuG	Gene::169026
Anatomy::UBERON:0002240	AuG	Gene::59269
Anatomy::UBERON:0000996	AuG	Gene::121457
Anatomy::UBERON:0001235	AuG	Gene::1831
Anatomy::UBERON:0002371	AuG	Gene::4001
Anatomy::UBERON:0000002	AuG	Gene::128553
Anatomy::UBERON:0000178	AuG	Gene::144423
Anatomy::UBERON:0000007	AuG	Gene::57338
Anatomy::UBERON:0000948	AuG	Gene::5318
Anatomy::UBERON:0000473	AuG	Gene::57615
Anatomy::UBERON:0001295	AuG	Gene::22954
Anatomy::UBERON:0001296	AuG	Gene::94239
Anatomy::UBERON:0000948	AuG	Gene::51119
Anatomy::UBERON:0002240	AuG	Gene::163859
Anatomy::UBERON:0001896	AuG	Gene::25940
Anatomy::UBERON:0001295	AuG	Gene::84952
Anatomy::UBERON:0003126	AuG	Gene::1500
Anatomy::UBERON:0001896	AuG	Gene::404093
Anatomy::UBERON:0000007	AuG	Gene::284076
Anatomy::UBERON:0002367	AuG	Gene::6227
Anatomy::UBERON:0002185	AuG	Gene::9058
Anatomy::UBERON:0001044	AuG	Gene::64798
Anatomy::UBERON:0000007	AuG	Gene::54499
Anatomy::UBERON:0000955	AuG	Gene::51050
Anatomy::UBERON:0000992	AuG	Gene::347442
Anatomy::UBERON:0001044	AuG	Gene::9289
Anatomy::UBERON:0002082	AuG	Gene::8451
Anatomy::UBERON:0001044	AuG	Gene::7851
Anatomy::UBERON:0001891	AuG	Gene::91452
Anatomy::UBERON:0003126	AuG	Gene::404734
Anatomy::UBERON:0001893	AuG	Gene::51286
Anatomy::UBERON:0002046	AuG	Gene::80095
Anatomy::UBERON:0000178	AuG	Gene::60468
Anatomy::UBERON:0002367	AuG	Gene::80139
Anatomy::UBERON:0002240	AuG	Gene::10287
Anatomy::UBERON:0000029	AuG	Gene::202559
Anatomy::UBERON:0001013	AuG	Gene::23339
Anatomy::UBERON:0001044	AuG	Gene::84231
Anatomy::UBERON:0000178	AuG	Gene::5567
Anatomy::UBERON:0000007	AuG	Gene::9814
Anatomy::UBERON:0001891	AuG	Gene::92579
Anatomy::UBERON:0002030	AuG	Gene::10713
Anatomy::UBERON:0001013	AuG	Gene::83733
Anatomy::UBERON:0000057	AuG	Gene::166336
Anatomy::UBERON:0000178	AuG	Gene::10245
Anatomy::UBERON:0002240	AuG	Gene::6857
Anatomy::UBERON:0002185	AuG	Gene::6692
Anatomy::UBERON:0000178	AuG	Gene::1997
Anatomy::UBERON:0000178	AuG	Gene::5734
Anatomy::UBERON:0001235	AuG	Gene::2690
Anatomy::UBERON:0002371	AuG	Gene::2766
Anatomy::UBERON:0001135	AuG	Gene::203068
Anatomy::UBERON:0002107	AuG	Gene::152831
Anatomy::UBERON:0001044	AuG	Gene::3425
Anatomy::UBERON:0000948	AuG	Gene::55273
Anatomy::UBERON:0000029	AuG	Gene::9603
Anatomy::UBERON:0000997	AuG	Gene::10413
Anatomy::UBERON:0002240	AuG	Gene::93627
Anatomy::UBERON:0001891	AuG	Gene::10079
Anatomy::UBERON:0000002	AuG	Gene::86
Anatomy::UBERON:0000955	AuG	Gene::374986
Anatomy::UBERON:0001013	AuG	Gene::4311
Anatomy::UBERON:0002030	AuG	Gene::6235
Anatomy::UBERON:0000057	AuG	Gene::81578
Anatomy::UBERON:0000955	AuG	Gene::205
Anatomy::UBERON:0002107	AuG	Gene::7019
Anatomy::UBERON:0000955	AuG	Gene::118491
Anatomy::UBERON:0002371	AuG	Gene::152007
Anatomy::UBERON:0000029	AuG	Gene::440400
Anatomy::UBERON:0000007	AuG	Gene::440275
Anatomy::UBERON:0002107	AuG	Gene::10561
Anatomy::UBERON:0000007	AuG	Gene::83695
Anatomy::UBERON:0002046	AuG	Gene::55930
Anatomy::UBERON:0002185	AuG	Gene::91300
Anatomy::UBERON:0002369	AuG	Gene::55909
Anatomy::UBERON:0000948	AuG	Gene::2242
Anatomy::UBERON:0002081	AuG	Gene::831
Anatomy::UBERON:0001896	AuG	Gene::54386
Anatomy::UBERON:0000178	AuG	Gene::4773
Anatomy::UBERON:0001013	AuG	Gene::122769
Anatomy::UBERON:0002240	AuG	Gene::55588
Anatomy::UBERON:0002371	AuG	Gene::6809
Anatomy::UBERON:0002081	AuG	Gene::8802
Anatomy::UBERON:0001296	AuG	Gene::9958
Anatomy::UBERON:0000473	AuG	Gene::8836
Anatomy::UBERON:0001235	AuG	Gene::8476
Anatomy::UBERON:0000057	AuG	Gene::115509
Anatomy::UBERON:0000057	AuG	Gene::51082
Anatomy::UBERON:0002081	AuG	Gene::84935
Anatomy::UBERON:0000029	AuG	Gene::92797
Anatomy::UBERON:0002046	AuG	Gene::54814
Anatomy::UBERON:0002107	AuG	Gene::10924
Anatomy::UBERON:0002369	AuG	Gene::5396
Anatomy::UBERON:0002107	AuG	Gene::219988
Anatomy::UBERON:0002082	AuG	Gene::54839
Anatomy::UBERON:0002081	AuG	Gene::474344
Anatomy::UBERON:0001296	AuG	Gene::50507
Anatomy::UBERON:0000948	AuG	Gene::6329
Anatomy::UBERON:0001225	AuG	Gene::2593
Anatomy::UBERON:0002037	AuG	Gene::81577
Anatomy::UBERON:0000002	AuG	Gene::8581
Anatomy::UBERON:0002037	AuG	Gene::7461
Anatomy::UBERON:0001225	AuG	Gene::9526
Anatomy::UBERON:0002369	AuG	Gene::9610
Anatomy::UBERON:0003126	AuG	Gene::284119
Anatomy::UBERON:0000057	AuG	Gene::221091
Anatomy::UBERON:0000997	AuG	Gene::6706
Anatomy::UBERON:0002082	AuG	Gene::5734
Anatomy::UBERON:0002185	AuG	Gene::4053
Anatomy::UBERON:0001893	AuG	Gene::3642
Anatomy::UBERON:0000955	AuG	Gene::51573
Anatomy::UBERON:0000002	AuG	Gene::92912
Anatomy::UBERON:0002107	AuG	Gene::11135
Anatomy::UBERON:0001295	AuG	Gene::5931
Anatomy::UBERON:0000996	AuG	Gene::9073
Anatomy::UBERON:0000955	AuG	Gene::3014
Anatomy::UBERON:0000473	AuG	Gene::148229
Anatomy::UBERON:0000995	AuG	Gene::55353
Anatomy::UBERON:0002107	AuG	Gene::839
Anatomy::UBERON:0000007	AuG	Gene::4707
Anatomy::UBERON:0001675	AuG	Gene::54542
Anatomy::UBERON:0000007	AuG	Gene::79649
Anatomy::UBERON:0000997	AuG	Gene::53836
Anatomy::UBERON:0001891	AuG	Gene::1608
Anatomy::UBERON:0001891	AuG	Gene::23142
Anatomy::UBERON:0002107	AuG	Gene::29093
Anatomy::UBERON:0000997	AuG	Gene::5425
Anatomy::UBERON:0000057	AuG	Gene::7169
Anatomy::UBERON:0000948	AuG	Gene::219654
Anatomy::UBERON:0001893	AuG	Gene::56650
Anatomy::UBERON:0002369	AuG	Gene::5936
Anatomy::UBERON:0000948	AuG	Gene::84640
Anatomy::UBERON:0001225	AuG	Gene::348093
Anatomy::UBERON:0002046	AuG	Gene::399687
Anatomy::UBERON:0000992	AuG	Gene::286464
Anatomy::UBERON:0000178	AuG	Gene::4242
Anatomy::UBERON:0002240	AuG	Gene::342926
Anatomy::UBERON:0001235	AuG	Gene::79720
Anatomy::UBERON:0000992	AuG	Gene::27018
Anatomy::UBERON:0002240	AuG	Gene::7447
Anatomy::UBERON:0000992	AuG	Gene::283807
Anatomy::UBERON:0000029	AuG	Gene::958
Anatomy::UBERON:0003126	AuG	Gene::7295
Anatomy::UBERON:0002371	AuG	Gene::694
Anatomy::UBERON:0001235	AuG	Gene::51773
Anatomy::UBERON:0001893	AuG	Gene::55652
Anatomy::UBERON:0000473	AuG	Gene::3696
Anatomy::UBERON:0003126	AuG	Gene::7071
Anatomy::UBERON:0000007	AuG	Gene::2562
Anatomy::UBERON:0000996	AuG	Gene::84975
Anatomy::UBERON:0001295	AuG	Gene::55814
Anatomy::UBERON:0002030	AuG	Gene::55178
Anatomy::UBERON:0000473	AuG	Gene::79848
Anatomy::UBERON:0001235	AuG	Gene::51755
Anatomy::UBERON:0002367	AuG	Gene::1215
Anatomy::UBERON:0002240	AuG	Gene::388
Anatomy::UBERON:0001896	AuG	Gene::117
Anatomy::UBERON:0002081	AuG	Gene::93974
Anatomy::UBERON:0002369	AuG	Gene::2882
Anatomy::UBERON:0002030	AuG	Gene::6941
Anatomy::UBERON:0001235	AuG	Gene::90864
Anatomy::UBERON:0000473	AuG	Gene::2047
Anatomy::UBERON:0002371	AuG	Gene::343171
Anatomy::UBERON:0000007	AuG	Gene::1995
Anatomy::UBERON:0002367	AuG	Gene::6422
Anatomy::UBERON:0000997	AuG	Gene::9885
Anatomy::UBERON:0002081	AuG	Gene::22955
Anatomy::UBERON:0000992	AuG	Gene::148266
Anatomy::UBERON:0002046	AuG	Gene::340168
Anatomy::UBERON:0001235	AuG	Gene::5947
Anatomy::UBERON:0001675	AuG	Gene::7102
Anatomy::UBERON:0000992	AuG	Gene::56944
Anatomy::UBERON:0002240	AuG	Gene::84868
Anatomy::UBERON:0002240	AuG	Gene::972
Anatomy::UBERON:0000992	AuG	Gene::10972
Anatomy::UBERON:0001896	AuG	Gene::331
Anatomy::UBERON:0001225	AuG	Gene::64282
Anatomy::UBERON:0002030	AuG	Gene::89978
Anatomy::UBERON:0000029	AuG	Gene::55119
Anatomy::UBERON:0000955	AuG	Gene::221322
Anatomy::UBERON:0000996	AuG	Gene::6935
Anatomy::UBERON:0002369	AuG	Gene::5097
Anatomy::UBERON:0000057	AuG	Gene::54778
Anatomy::UBERON:0001296	AuG	Gene::10137
