source	metaedge	target
Gene::580	GiG	Gene::9219
Gene::5082	GiG	Gene::5705
Gene::1213	GiG	Gene::8717
Gene::328	GiG	Gene::6774
Gene::3676	GiG	Gene::11235
Gene::1475	GiG	Gene::5885
Gene::7316	GiG	Gene::8682
Gene::55285	GiG	Gene::84445
Gene::3921	GiG	Gene::8266
Gene::369	GiG	Gene::6237
Gene::7316	GiG	Gene::23032
Gene::1406	GiG	Gene::130951
Gene::581	GiG	Gene::8996
Gene::23345	GiG	Gene::26156
Gene::3190	GiG	Gene::8945
Gene::23786	GiG	Gene::93517
Gene::55758	GiG	Gene::57159
Gene::892	GiG	Gene::84445
Gene::51324	GiG	Gene::91647
Gene::23054	GiG	Gene::96764
Gene::8850	GiG	Gene::26135
Gene::2885	GiG	Gene::54923
Gene::23318	GiG	Gene::92610
Gene::6046	GiG	Gene::554313
Gene::2801	GiG	Gene::29115
Gene::7316	GiG	Gene::65263
Gene::3320	GiG	Gene::257240
Gene::322	GiG	Gene::6310
Gene::8218	GiG	Gene::8454
Gene::2099	GiG	Gene::6604
Gene::8678	GiG	Gene::57120
Gene::1154	GiG	Gene::3563
Gene::1975	GiG	Gene::8237
Gene::115817	GiG	Gene::388677
Gene::7088	GiG	Gene::100533181
Gene::355	GiG	Gene::396
Gene::387	GiG	Gene::1729
Gene::3093	GiG	Gene::54778
Gene::2099	GiG	Gene::3670
Gene::7316	GiG	Gene::10950
Gene::991	GiG	Gene::51343
Gene::580	GiG	Gene::9584
Gene::375	GiG	Gene::9768
Gene::10989	GiG	Gene::54949
Gene::6927	GiG	Gene::10924
Gene::7297	GiG	Gene::202559
Gene::7076	GiG	Gene::9400
Gene::6714	GiG	Gene::9046
Gene::6670	GiG	Gene::7316
Gene::2804	GiG	Gene::6648
Gene::7311	GiG	Gene::23118
Gene::5573	GiG	Gene::5607
Gene::7316	GiG	Gene::26576
Gene::5718	GiG	Gene::23198
Gene::2011	GiG	Gene::27005
Gene::5976	GiG	Gene::23451
Gene::2099	GiG	Gene::4646
Gene::2187	GiG	Gene::378708
Gene::6449	GiG	Gene::7033
Gene::8350	GiG	Gene::23741
Gene::5691	GiG	Gene::11047
Gene::1810	GiG	Gene::54107
Gene::10130	GiG	Gene::23400
Gene::4135	GiG	Gene::203068
Gene::27018	GiG	Gene::27101
Gene::5499	GiG	Gene::7991
Gene::3326	GiG	Gene::5597
Gene::7316	GiG	Gene::26276
Gene::6233	GiG	Gene::84433
Gene::2079	GiG	Gene::51205
Gene::79666	GiG	Gene::131474
Gene::7316	GiG	Gene::55016
Gene::8291	GiG	Gene::10013
Gene::10133	GiG	Gene::58533
Gene::567	GiG	Gene::51320
Gene::25988	GiG	Gene::339834
Gene::292	GiG	Gene::4214
Gene::8553	GiG	Gene::55147
Gene::1108	GiG	Gene::51547
Gene::351	GiG	Gene::55862
Gene::997	GiG	Gene::26224
Gene::7316	GiG	Gene::8760
Gene::4188	GiG	Gene::163227
Gene::3837	GiG	Gene::10987
Gene::815	GiG	Gene::8777
Gene::1956	GiG	Gene::7345
Gene::997	GiG	Gene::5500
Gene::10206	GiG	Gene::85359
Gene::56672	GiG	Gene::123228
Gene::1915	GiG	Gene::8335
Gene::4000	GiG	Gene::30011
Gene::2146	GiG	Gene::7867
Gene::4292	GiG	Gene::4583
Gene::1676	GiG	Gene::9958
Gene::83755	GiG	Gene::388677
Gene::6455	GiG	Gene::55211
Gene::112950	GiG	Gene::125115
Gene::382	GiG	Gene::6627
Gene::801	GiG	Gene::6014
Gene::4356	GiG	Gene::10769
Gene::8266	GiG	Gene::10423
Gene::164127	GiG	Gene::386675
Gene::4257	GiG	Gene::7316
Gene::7316	GiG	Gene::11176
Gene::3608	GiG	Gene::6222
Gene::805	GiG	Gene::7132
Gene::9113	GiG	Gene::9891
Gene::51678	GiG	Gene::83658
Gene::3646	GiG	Gene::9001
Gene::9570	GiG	Gene::147872
Gene::3106	GiG	Gene::4282
Gene::1475	GiG	Gene::51377
Gene::2999	GiG	Gene::6741
Gene::2317	GiG	Gene::4867
Gene::6776	GiG	Gene::27316
Gene::5978	GiG	Gene::10923
Gene::6772	GiG	Gene::26994
Gene::6885	GiG	Gene::347733
Gene::7321	GiG	Gene::7844
Gene::2045	GiG	Gene::84557
Gene::4637	GiG	Gene::7416
Gene::7409	GiG	Gene::29127
Gene::3183	GiG	Gene::26270
Gene::6908	GiG	Gene::10849
Gene::80270	GiG	Gene::85291
Gene::7531	GiG	Gene::51564
Gene::4087	GiG	Gene::23111
Gene::801	GiG	Gene::8767
Gene::1213	GiG	Gene::5603
Gene::292	GiG	Gene::3608
Gene::5190	GiG	Gene::6208
Gene::9641	GiG	Gene::23291
Gene::3014	GiG	Gene::8450
Gene::6160	GiG	Gene::6323
Gene::6897	GiG	Gene::7189
Gene::7296	GiG	Gene::84817
Gene::324	GiG	Gene::23636
Gene::6217	GiG	Gene::9474
Gene::1717	GiG	Gene::1861
Gene::5931	GiG	Gene::8294
Gene::6925	GiG	Gene::9138
Gene::7317	GiG	Gene::56254
Gene::4734	GiG	Gene::113174
Gene::8452	GiG	Gene::112802
Gene::3308	GiG	Gene::5579
Gene::7341	GiG	Gene::155435
Gene::10580	GiG	Gene::10818
Gene::2969	GiG	Gene::6772
Gene::998	GiG	Gene::6230
Gene::55662	GiG	Gene::56957
Gene::7316	GiG	Gene::56052
Gene::10928	GiG	Gene::84897
Gene::1398	GiG	Gene::27120
Gene::6157	GiG	Gene::23345
Gene::5681	GiG	Gene::6640
Gene::358	GiG	Gene::60490
Gene::8932	GiG	Gene::85509
Gene::3270	GiG	Gene::10345
Gene::867	GiG	Gene::1445
Gene::5707	GiG	Gene::5710
Gene::840	GiG	Gene::7013
Gene::1639	GiG	Gene::2027
Gene::6122	GiG	Gene::22907
Gene::8683	GiG	Gene::8996
Gene::2495	GiG	Gene::2885
Gene::509	GiG	Gene::4354
Gene::1314	GiG	Gene::3609
Gene::1649	GiG	Gene::7597
Gene::509	GiG	Gene::7316
Gene::2185	GiG	Gene::3717
Gene::7415	GiG	Gene::23197
Gene::10289	GiG	Gene::22919
Gene::2906	GiG	Gene::4133
Gene::10054	GiG	Gene::10055
Gene::629	GiG	Gene::10319
Gene::3643	GiG	Gene::7409
Gene::5591	GiG	Gene::80185
Gene::23321	GiG	Gene::80131
Gene::4654	GiG	Gene::6722
Gene::3845	GiG	Gene::5290
Gene::1877	GiG	Gene::11186
Gene::5588	GiG	Gene::6886
Gene::695	GiG	Gene::868
Gene::5976	GiG	Gene::51504
Gene::7316	GiG	Gene::79002
Gene::1025	GiG	Gene::6774
Gene::4589	GiG	Gene::79695
Gene::5347	GiG	Gene::221545
Gene::682	GiG	Gene::7415
Gene::3799	GiG	Gene::10499
Gene::1994	GiG	Gene::140890
Gene::7278	GiG	Gene::8517
Gene::3676	GiG	Gene::5339
Gene::5571	GiG	Gene::51422
Gene::11143	GiG	Gene::81620
Gene::6207	GiG	Gene::11269
Gene::3164	GiG	Gene::6774
Gene::6187	GiG	Gene::8454
Gene::2534	GiG	Gene::51206
Gene::498	GiG	Gene::7412
Gene::377	GiG	Gene::9493
Gene::4869	GiG	Gene::5335
Gene::8354	GiG	Gene::8367
Gene::1080	GiG	Gene::4072
Gene::367	GiG	Gene::1643
Gene::64750	GiG	Gene::166336
Gene::672	GiG	Gene::7013
Gene::7737	GiG	Gene::55749
Gene::8314	GiG	Gene::221656
Gene::30836	GiG	Gene::554313
Gene::3312	GiG	Gene::8662
Gene::6184	GiG	Gene::26608
Gene::860	GiG	Gene::2547
Gene::4173	GiG	Gene::4175
Gene::6613	GiG	Gene::84952
Gene::3156	GiG	Gene::7316
Gene::891	GiG	Gene::8365
Gene::7322	GiG	Gene::115992
Gene::1058	GiG	Gene::10038
Gene::8697	GiG	Gene::388324
Gene::1822	GiG	Gene::3714
Gene::4174	GiG	Gene::8452
Gene::2869	GiG	Gene::6711
Gene::5245	GiG	Gene::8663
Gene::627	GiG	Gene::4908
Gene::213	GiG	Gene::2147
Gene::213	GiG	Gene::57722
Gene::9261	GiG	Gene::10092
Gene::5425	GiG	Gene::54535
Gene::581	GiG	Gene::10018
Gene::2801	GiG	Gene::401541
Gene::3852	GiG	Gene::6612
Gene::5355	GiG	Gene::10134
Gene::5747	GiG	Gene::28964
Gene::54458	GiG	Gene::386675
Gene::351	GiG	Gene::9218
Gene::9146	GiG	Gene::388389
Gene::2521	GiG	Gene::4190
Gene::6626	GiG	Gene::79002
Gene::9768	GiG	Gene::10383
Gene::4218	GiG	Gene::7917
Gene::11164	GiG	Gene::57154
Gene::1314	GiG	Gene::25885
Gene::10142	GiG	Gene::51322
Gene::4067	GiG	Gene::5294
Gene::7316	GiG	Gene::7379
Gene::9015	GiG	Gene::54700
Gene::808	GiG	Gene::23317
Gene::71	GiG	Gene::3981
Gene::4738	GiG	Gene::149603
Gene::6599	GiG	Gene::6667
Gene::28986	GiG	Gene::51588
Gene::5987	GiG	Gene::7984
Gene::3320	GiG	Gene::9810
Gene::1154	GiG	Gene::5579
Gene::3676	GiG	Gene::6135
Gene::8601	GiG	Gene::125058
Gene::54	GiG	Gene::5601
Gene::7316	GiG	Gene::8342
Gene::1457	GiG	Gene::9188
Gene::9219	GiG	Gene::25942
Gene::4670	GiG	Gene::23392
Gene::7337	GiG	Gene::9246
Gene::3646	GiG	Gene::6201
Gene::2113	GiG	Gene::6688
Gene::1232	GiG	Gene::3627
Gene::2099	GiG	Gene::8826
Gene::2026	GiG	Gene::10640
Gene::5159	GiG	Gene::54507
Gene::6923	GiG	Gene::26118
Gene::5595	GiG	Gene::6622
Gene::85280	GiG	Gene::353145
Gene::8362	GiG	Gene::23468
Gene::51647	GiG	Gene::64210
Gene::7316	GiG	Gene::27132
Gene::54386	GiG	Gene::56963
Gene::2057	GiG	Gene::4067
Gene::10289	GiG	Gene::134492
Gene::5300	GiG	Gene::154796
Gene::7284	GiG	Gene::23204
Gene::4069	GiG	Gene::49856
Gene::1385	GiG	Gene::2908
Gene::7316	GiG	Gene::26994
Gene::1676	GiG	Gene::29888
Gene::1431	GiG	Gene::1503
Gene::8775	GiG	Gene::10815
Gene::5970	GiG	Gene::54971
Gene::467	GiG	Gene::3184
Gene::29993	GiG	Gene::57513
Gene::462	GiG	Gene::5335
Gene::1975	GiG	Gene::8452
Gene::3312	GiG	Gene::7412
Gene::7507	GiG	Gene::11321
Gene::57082	GiG	Gene::79980
Gene::328	GiG	Gene::10289
Gene::93	GiG	Gene::10220
Gene::4678	GiG	Gene::8367
Gene::836	GiG	Gene::5979
Gene::7316	GiG	Gene::10717
Gene::7316	GiG	Gene::10716
Gene::5595	GiG	Gene::7316
Gene::1964	GiG	Gene::1965
Gene::1650	GiG	Gene::6202
Gene::4799	GiG	Gene::7322
Gene::3183	GiG	Gene::5257
Gene::7316	GiG	Gene::51009
Gene::9768	GiG	Gene::23451
Gene::2335	GiG	Gene::8516
Gene::207	GiG	Gene::7248
Gene::2091	GiG	Gene::55170
Gene::9146	GiG	Gene::56893
Gene::1742	GiG	Gene::9419
Gene::8358	GiG	Gene::55148
Gene::846	GiG	Gene::5578
Gene::301	GiG	Gene::6189
Gene::1958	GiG	Gene::26231
Gene::1812	GiG	Gene::2316
Gene::10073	GiG	Gene::55658
Gene::218	GiG	Gene::50626
Gene::8360	GiG	Gene::55170
Gene::2099	GiG	Gene::5906
Gene::1385	GiG	Gene::3651
Gene::6176	GiG	Gene::23450
Gene::10576	GiG	Gene::11035
Gene::1778	GiG	Gene::4087
Gene::10013	GiG	Gene::81624
Gene::867	GiG	Gene::2534
Gene::1742	GiG	Gene::22871
Gene::8517	GiG	Gene::50807
Gene::6871	GiG	Gene::79648
Gene::580	GiG	Gene::54821
Gene::22976	GiG	Gene::51755
Gene::10783	GiG	Gene::24139
Gene::23062	GiG	Gene::57617
Gene::843	GiG	Gene::9191
Gene::705	GiG	Gene::125115
Gene::1660	GiG	Gene::30968
Gene::19	GiG	Gene::9826
Gene::25	GiG	Gene::65268
Gene::3479	GiG	Gene::3487
Gene::11100	GiG	Gene::83759
Gene::5473	GiG	Gene::10658
Gene::2911	GiG	Gene::3836
Gene::29970	GiG	Gene::55193
Gene::7976	GiG	Gene::54810
Gene::7874	GiG	Gene::9463
Gene::988	GiG	Gene::7584
Gene::8451	GiG	Gene::79269
Gene::6194	GiG	Gene::64960
Gene::2494	GiG	Gene::8648
Gene::10419	GiG	Gene::11218
Gene::2869	GiG	Gene::11329
Gene::1938	GiG	Gene::8065
Gene::10165	GiG	Gene::11100
Gene::2801	GiG	Gene::10084
Gene::5300	GiG	Gene::23635
Gene::9040	GiG	Gene::9129
Gene::867	GiG	Gene::6948
Gene::1499	GiG	Gene::5310
Gene::837	GiG	Gene::8239
Gene::9911	GiG	Gene::55138
Gene::6612	GiG	Gene::6613
Gene::2631	GiG	Gene::81631
Gene::11345	GiG	Gene::64786
Gene::8697	GiG	Gene::11065
Gene::659	GiG	Gene::960
Gene::6872	GiG	Gene::7157
Gene::1121	GiG	Gene::5867
Gene::23107	GiG	Gene::51649
Gene::6497	GiG	Gene::79718
Gene::7316	GiG	Gene::55703
Gene::5595	GiG	Gene::27429
Gene::7341	GiG	Gene::147339
Gene::10857	GiG	Gene::80303
Gene::6169	GiG	Gene::23405
Gene::2801	GiG	Gene::5565
Gene::5170	GiG	Gene::5566
Gene::10989	GiG	Gene::284695
Gene::293	GiG	Gene::8266
Gene::841	GiG	Gene::1051
Gene::6223	GiG	Gene::10056
Gene::580	GiG	Gene::7157
Gene::5908	GiG	Gene::338382
Gene::4691	GiG	Gene::8452
Gene::1387	GiG	Gene::3394
Gene::9533	GiG	Gene::9775
Gene::7323	GiG	Gene::10616
Gene::673	GiG	Gene::5062
Gene::7917	GiG	Gene::10094
Gene::6188	GiG	Gene::6205
Gene::2631	GiG	Gene::23193
Gene::9240	GiG	Gene::10687
Gene::1655	GiG	Gene::6597
Gene::54870	GiG	Gene::64395
Gene::8454	GiG	Gene::150678
Gene::5465	GiG	Gene::7818
Gene::8667	GiG	Gene::64425
Gene::2959	GiG	Gene::11128
Gene::4914	GiG	Gene::5787
Gene::142	GiG	Gene::9641
Gene::358	GiG	Gene::388677
Gene::88	GiG	Gene::285093
Gene::1017	GiG	Gene::7178
Gene::26270	GiG	Gene::163590
Gene::51619	GiG	Gene::113878
Gene::7024	GiG	Gene::92399
Gene::6714	GiG	Gene::225689
Gene::5566	GiG	Gene::6262
Gene::5001	GiG	Gene::60491
Gene::5578	GiG	Gene::9590
Gene::5426	GiG	Gene::5427
Gene::4879	GiG	Gene::10537
Gene::10049	GiG	Gene::10426
Gene::10868	GiG	Gene::222389
Gene::55284	GiG	Gene::112401
Gene::7316	GiG	Gene::10640
Gene::8726	GiG	Gene::81631
Gene::10537	GiG	Gene::23344
Gene::7329	GiG	Gene::92906
Gene::1080	GiG	Gene::4076
Gene::6628	GiG	Gene::25929
Gene::9931	GiG	Gene::26751
Gene::2547	GiG	Gene::23741
Gene::808	GiG	Gene::6335
Gene::351	GiG	Gene::2997
Gene::801	GiG	Gene::29110
Gene::213	GiG	Gene::23236
Gene::2956	GiG	Gene::6613
Gene::9098	GiG	Gene::84669
Gene::9001	GiG	Gene::57332
Gene::8976	GiG	Gene::23433
Gene::9817	GiG	Gene::10072
Gene::675	GiG	Gene::146845
Gene::3309	GiG	Gene::5686
Gene::3015	GiG	Gene::8294
Gene::65117	GiG	Gene::147872
Gene::2512	GiG	Gene::6881
Gene::10456	GiG	Gene::10971
Gene::5450	GiG	Gene::5452
Gene::326	GiG	Gene::4175
Gene::23345	GiG	Gene::57835
Gene::6775	GiG	Gene::9063
Gene::6160	GiG	Gene::7555
Gene::2011	GiG	Gene::387119
Gene::920	GiG	Gene::6207
Gene::2975	GiG	Gene::5042
Gene::330	GiG	Gene::5894
Gene::56945	GiG	Gene::284996
Gene::5104	GiG	Gene::7056
Gene::23295	GiG	Gene::26270
Gene::7316	GiG	Gene::64420
Gene::2091	GiG	Gene::6136
Gene::8065	GiG	Gene::8467
Gene::3305	GiG	Gene::7186
Gene::6434	GiG	Gene::8175
Gene::4215	GiG	Gene::9997
Gene::3611	GiG	Gene::55795
Gene::55216	GiG	Gene::246329
Gene::5598	GiG	Gene::6256
Gene::3837	GiG	Gene::6229
Gene::9245	GiG	Gene::92400
Gene::5970	GiG	Gene::23421
Gene::324	GiG	Gene::23345
Gene::824	GiG	Gene::8851
Gene::10521	GiG	Gene::10725
Gene::2125	GiG	Gene::3852
Gene::8355	GiG	Gene::84148
Gene::2099	GiG	Gene::3326
Gene::8359	GiG	Gene::8841
Gene::6730	GiG	Gene::10537
Gene::128	GiG	Gene::1107
Gene::8850	GiG	Gene::27097
Gene::8315	GiG	Gene::8453
Gene::5127	GiG	Gene::5566
Gene::476	GiG	Gene::51547
Gene::3551	GiG	Gene::6205
Gene::351	GiG	Gene::5105
Gene::9768	GiG	Gene::333932
Gene::3163	GiG	Gene::55183
Gene::4141	GiG	Gene::7138
Gene::10262	GiG	Gene::64745
Gene::4184	GiG	Gene::386676
Gene::990	GiG	Gene::6233
Gene::10987	GiG	Gene::79370
Gene::7316	GiG	Gene::84064
Gene::6154	GiG	Gene::50628
Gene::1975	GiG	Gene::7531
Gene::2705	GiG	Gene::6714
Gene::5094	GiG	Gene::10492
Gene::608	GiG	Gene::7187
Gene::1499	GiG	Gene::5175
Gene::7322	GiG	Gene::80196
Gene::3320	GiG	Gene::7709
Gene::2801	GiG	Gene::25959
Gene::3622	GiG	Gene::64750
Gene::8625	GiG	Gene::9734
Gene::6606	GiG	Gene::23589
Gene::3702	GiG	Gene::3838
Gene::1917	GiG	Gene::3035
Gene::8290	GiG	Gene::8726
Gene::3164	GiG	Gene::27330
Gene::2908	GiG	Gene::6597
Gene::1399	GiG	Gene::7528
Gene::231	GiG	Gene::1832
Gene::2773	GiG	Gene::10636
Gene::10537	GiG	Gene::144110
Gene::4306	GiG	Gene::10499
Gene::2638	GiG	Gene::55791
Gene::3725	GiG	Gene::6667
Gene::10987	GiG	Gene::27339
Gene::1635	GiG	Gene::25828
Gene::373	GiG	Gene::55633
Gene::2869	GiG	Gene::3728
Gene::1386	GiG	Gene::9601
Gene::4738	GiG	Gene::7311
Gene::10488	GiG	Gene::116211
Gene::6386	GiG	Gene::27111
Gene::1029	GiG	Gene::3551
Gene::5597	GiG	Gene::6464
Gene::2130	GiG	Gene::11052
Gene::2353	GiG	Gene::10521
Gene::5159	GiG	Gene::7409
Gene::7316	GiG	Gene::283337
Gene::6152	GiG	Gene::55037
Gene::4223	GiG	Gene::83899
Gene::5591	GiG	Gene::7507
Gene::3880	GiG	Gene::57639
Gene::2064	GiG	Gene::3691
Gene::5578	GiG	Gene::8352
Gene::10492	GiG	Gene::26986
Gene::351	GiG	Gene::1020
Gene::2099	GiG	Gene::192111
Gene::4361	GiG	Gene::5725
Gene::60370	GiG	Gene::386676
Gene::29094	GiG	Gene::65057
Gene::7335	GiG	Gene::57162
Gene::8453	GiG	Gene::133584
Gene::3915	GiG	Gene::51019
Gene::4134	GiG	Gene::7341
Gene::5685	GiG	Gene::9768
Gene::2074	GiG	Gene::2961
Gene::6157	GiG	Gene::9513
Gene::9499	GiG	Gene::29922
Gene::6727	GiG	Gene::7316
Gene::3608	GiG	Gene::22907
Gene::11052	GiG	Gene::51585
Gene::7518	GiG	Gene::54840
Gene::5528	GiG	Gene::7316
Gene::9349	GiG	Gene::11136
Gene::558	GiG	Gene::3561
Gene::6128	GiG	Gene::25885
Gene::162	GiG	Gene::10053
Gene::1642	GiG	Gene::10980
Gene::5976	GiG	Gene::6157
Gene::11007	GiG	Gene::163050
Gene::302	GiG	Gene::998
Gene::2130	GiG	Gene::2521
Gene::1606	GiG	Gene::59067
Gene::2161	GiG	Gene::2811
Gene::92	GiG	Gene::343521
Gene::529	GiG	Gene::9550
Gene::861	GiG	Gene::6839
Gene::5693	GiG	Gene::9861
Gene::4790	GiG	Gene::57007
Gene::5725	GiG	Gene::10978
Gene::80347	GiG	Gene::158405
Gene::10181	GiG	Gene::23350
Gene::2631	GiG	Gene::10212
Gene::4899	GiG	Gene::7975
Gene::3309	GiG	Gene::5688
Gene::1917	GiG	Gene::6202
Gene::351	GiG	Gene::83606
Gene::23517	GiG	Gene::51678
Gene::55743	GiG	Gene::196403
Gene::1496	GiG	Gene::10537
Gene::5970	GiG	Gene::9532
Gene::1314	GiG	Gene::5976
Gene::3795	GiG	Gene::9191
Gene::8356	GiG	Gene::56848
Gene::8452	GiG	Gene::51138
Gene::1457	GiG	Gene::7520
Gene::1665	GiG	Gene::6189
Gene::7703	GiG	Gene::84733
Gene::10483	GiG	Gene::10959
Gene::2146	GiG	Gene::3720
Gene::1665	GiG	Gene::50628
Gene::3164	GiG	Gene::23649
Gene::3866	GiG	Gene::284058
Gene::2194	GiG	Gene::7171
Gene::6144	GiG	Gene::222235
Gene::55201	GiG	Gene::84557
Gene::2801	GiG	Gene::4209
Gene::5934	GiG	Gene::26574
Gene::2316	GiG	Gene::5970
Gene::382	GiG	Gene::64151
Gene::2643	GiG	Gene::6670
Gene::1994	GiG	Gene::6147
Gene::7988	GiG	Gene::64764
Gene::3309	GiG	Gene::3359
Gene::3728	GiG	Gene::8312
Gene::5582	GiG	Gene::6383
Gene::7532	GiG	Gene::8773
Gene::26086	GiG	Gene::387755
Gene::3643	GiG	Gene::10492
Gene::1628	GiG	Gene::10538
Gene::7316	GiG	Gene::445329
Gene::7316	GiG	Gene::9015
Gene::8453	GiG	Gene::50649
Gene::2011	GiG	Gene::22841
Gene::1717	GiG	Gene::8607
Gene::2885	GiG	Gene::9205
Gene::23512	GiG	Gene::55506
Gene::476	GiG	Gene::5250
Gene::991	GiG	Gene::51529
Gene::491	GiG	Gene::1739
Gene::51343	GiG	Gene::64682
Gene::8187	GiG	Gene::9043
Gene::7534	GiG	Gene::8661
Gene::6168	GiG	Gene::170506
Gene::3601	GiG	Gene::5957
Gene::5052	GiG	Gene::100462977
Gene::2022	GiG	Gene::3091
Gene::6640	GiG	Gene::6751
Gene::8697	GiG	Gene::51433
Gene::3881	GiG	Gene::7251
Gene::10856	GiG	Gene::51065
Gene::1665	GiG	Gene::284695
Gene::580	GiG	Gene::5094
Gene::10253	GiG	Gene::53347
Gene::383	GiG	Gene::7316
Gene::885	GiG	Gene::4224
Gene::1294	GiG	Gene::2335
Gene::1740	GiG	Gene::57555
Gene::3676	GiG	Gene::4141
Gene::5294	GiG	Gene::5781
Gene::6133	GiG	Gene::51547
Gene::472	GiG	Gene::26574
Gene::708	GiG	Gene::55161
Gene::5868	GiG	Gene::8411
Gene::6464	GiG	Gene::7409
Gene::1974	GiG	Gene::2801
Gene::160	GiG	Gene::8867
Gene::7532	GiG	Gene::9129
Gene::2932	GiG	Gene::9158
Gene::1912	GiG	Gene::10336
Gene::6714	GiG	Gene::6777
Gene::9768	GiG	Gene::57418
Gene::56952	GiG	Gene::81853
Gene::3309	GiG	Gene::3875
Gene::10856	GiG	Gene::54891
Gene::2975	GiG	Gene::4791
Gene::4850	GiG	Gene::7320
Gene::10687	GiG	Gene::57787
Gene::54931	GiG	Gene::81570
Gene::6189	GiG	Gene::284695
Gene::284904	GiG	Gene::388324
Gene::5437	GiG	Gene::10128
Gene::2932	GiG	Gene::7511
Gene::7316	GiG	Gene::9221
Gene::6748	GiG	Gene::79711
Gene::7157	GiG	Gene::10105
Gene::5213	GiG	Gene::50617
Gene::3187	GiG	Gene::6175
Gene::51547	GiG	Gene::55720
Gene::382	GiG	Gene::6648
Gene::6310	GiG	Gene::158809
Gene::5566	GiG	Gene::11075
Gene::1993	GiG	Gene::23543
Gene::1796	GiG	Gene::5753
Gene::3096	GiG	Gene::7316
Gene::4171	GiG	Gene::8361
Gene::373	GiG	Gene::56006
Gene::55624	GiG	Gene::84708
Gene::4313	GiG	Gene::114884
Gene::10617	GiG	Gene::51510
Gene::6597	GiG	Gene::29117
Gene::5885	GiG	Gene::7156
Gene::8996	GiG	Gene::132789
Gene::6650	GiG	Gene::7316
Gene::5777	GiG	Gene::55824
Gene::23025	GiG	Gene::23136
Gene::6732	GiG	Gene::10987
Gene::1072	GiG	Gene::6876
Gene::3065	GiG	Gene::57215
Gene::3039	GiG	Gene::3106
Gene::3646	GiG	Gene::10399
Gene::6132	GiG	Gene::51202
Gene::775	GiG	Gene::9478
Gene::688	GiG	Gene::11059
Gene::4292	GiG	Gene::79085
Gene::8646	GiG	Gene::85291
Gene::39	GiG	Gene::7013
Gene::162	GiG	Gene::409
Gene::2130	GiG	Gene::10523
Gene::1387	GiG	Gene::26959
Gene::2023	GiG	Gene::3312
Gene::7916	GiG	Gene::10989
Gene::5217	GiG	Gene::6853
Gene::7316	GiG	Gene::8504
Gene::4163	GiG	Gene::51021
Gene::4188	GiG	Gene::57097
Gene::7273	GiG	Gene::23139
Gene::147700	GiG	Gene::339834
Gene::4691	GiG	Gene::10397
Gene::7112	GiG	Gene::8815
Gene::382	GiG	Gene::9266
Gene::823	GiG	Gene::55325
Gene::4134	GiG	Gene::51547
Gene::5138	GiG	Gene::7316
Gene::10987	GiG	Gene::79016
Gene::6944	GiG	Gene::54556
Gene::1660	GiG	Gene::2547
Gene::71	GiG	Gene::3692
Gene::3312	GiG	Gene::3725
Gene::6129	GiG	Gene::27043
Gene::10987	GiG	Gene::25797
Gene::3550	GiG	Gene::4236
Gene::5335	GiG	Gene::6464
Gene::4116	GiG	Gene::22794
Gene::55486	GiG	Gene::65018
Gene::22916	GiG	Gene::84445
Gene::6143	GiG	Gene::10969
Gene::80705	GiG	Gene::170954
Gene::10807	GiG	Gene::79666
Gene::7067	GiG	Gene::23426
Gene::26100	GiG	Gene::51100
Gene::7874	GiG	Gene::56252
Gene::23710	GiG	Gene::83874
Gene::4968	GiG	Gene::7508
Gene::1029	GiG	Gene::3308
Gene::8487	GiG	Gene::81887
Gene::6636	GiG	Gene::11157
Gene::3881	GiG	Gene::115106
Gene::6141	GiG	Gene::6224
Gene::5747	GiG	Gene::7094
Gene::277	GiG	Gene::8165
Gene::7316	GiG	Gene::144193
Gene::3983	GiG	Gene::6721
Gene::7316	GiG	Gene::83989
Gene::3660	GiG	Gene::5970
Gene::213	GiG	Gene::58484
Gene::6128	GiG	Gene::6897
Gene::1387	GiG	Gene::7533
Gene::1950	GiG	Gene::4000
Gene::4193	GiG	Gene::10537
Gene::7316	GiG	Gene::56993
Gene::10868	GiG	Gene::57646
Gene::55015	GiG	Gene::55832
Gene::2869	GiG	Gene::50628
Gene::57144	GiG	Gene::79843
Gene::2583	GiG	Gene::7316
Gene::373	GiG	Gene::79446
Gene::351	GiG	Gene::752
Gene::472	GiG	Gene::55655
Gene::60	GiG	Gene::3014
Gene::3881	GiG	Gene::25796
Gene::9240	GiG	Gene::26511
Gene::6613	GiG	Gene::54919
Gene::6757	GiG	Gene::83637
Gene::7916	GiG	Gene::8974
Gene::3183	GiG	Gene::9533
Gene::7572	GiG	Gene::9666
Gene::23281	GiG	Gene::130540
Gene::3881	GiG	Gene::116835
Gene::1912	GiG	Gene::7867
Gene::64960	GiG	Gene::222235
Gene::2033	GiG	Gene::8363
Gene::64109	GiG	Gene::85480
Gene::1892	GiG	Gene::7077
Gene::2885	GiG	Gene::6655
Gene::4738	GiG	Gene::6921
Gene::3188	GiG	Gene::6228
Gene::1838	GiG	Gene::220134
Gene::4799	GiG	Gene::7316
Gene::7316	GiG	Gene::54540
Gene::9079	GiG	Gene::54922
Gene::5345	GiG	Gene::89777
Gene::6834	GiG	Gene::10728
Gene::3065	GiG	Gene::5519
Gene::10297	GiG	Gene::246184
Gene::6144	GiG	Gene::9349
Gene::8353	GiG	Gene::8535
Gene::1063	GiG	Gene::55746
Gene::8353	GiG	Gene::9682
